utilidad_real,inversion,compras_cliente,clusters,cluster_names
-0.10257935281756854,0.03218862300330197,0.19318010545141556,1,Comprador Sin nivel
-0.3265450414232022,-0.39158971028380024,-0.317601190318429,1,Comprador Sin nivel
-0.21781885752105934,-0.19546289301320244,-0.317601190318429,1,Comprador Sin nivel
-0.30816527341021865,-0.3845715327074063,-0.06221054243350671,1,Comprador Sin nivel
-0.3374000408573268,-0.40103829659483503,-0.317601190318429,1,Comprador Sin nivel
-0.20145527029938506,-0.2900145594984147,1.2147426969911046,4,Comprador Bronce
-0.26943495423456537,-0.34552289023077193,0.44857075333633784,1,Comprador Sin nivel
-0.1810622409575761,-0.1262564223235967,-0.06221054243350671,1,Comprador Sin nivel
1.2232691348745903,1.389224876943198,0.70396140122126,4,Comprador Bronce
-0.2909083306685029,-0.31740220714223055,-0.317601190318429,1,Comprador Sin nivel
0.17724572524864382,0.39491791063815057,0.70396140122126,4,Comprador Bronce
-0.32881682115496774,-0.38405678050080605,-0.317601190318429,1,Comprador Sin nivel
-0.24270552351792649,-0.28465738646496797,0.44857075333633784,1,Comprador Sin nivel
-0.32338019811764357,-0.38718024736103446,-0.317601190318429,1,Comprador Sin nivel
1.0060122250835946,2.777236548339676,0.44857075333633784,4,Comprador Bronce
-0.009122103678800822,0.47125315102771254,-0.317601190318429,1,Comprador Sin nivel
0.13104012238323204,0.43589678544413946,-0.317601190318429,1,Comprador Sin nivel
-0.30978192576062047,-0.3741791986394459,-0.317601190318429,1,Comprador Sin nivel
-0.27035750437944484,-0.30022611117629083,-0.317601190318429,1,Comprador Sin nivel
-0.1983438531572799,-0.22384431313010428,-0.317601190318429,1,Comprador Sin nivel
-0.2294967074562417,-0.21424161956051618,-0.317601190318429,1,Comprador Sin nivel
-0.1619778606741285,-0.1393303500517555,-0.06221054243350671,1,Comprador Sin nivel
-0.25797241465756293,-0.29487728738825697,-0.317601190318429,1,Comprador Sin nivel
